,Customer ID,Circle Name,Age,Gender,Pincode,Age On Network,Connection Type (Prepaid/Postpaid),Voice Usage (Slab),Data Usage (Slab),Sms Usage (Slab),ARPU,ISD Usage,IR Usage,Amazon Prime User,Netflix User,Sender ID,VAS Subscription,VIL App Web (Login/Registration),Active User (App / Web),Recharge Own Asset,Recharge Aggregator (Value),Recharge Aggregator (Volume),Recharge Aggregator (Partner Category),Bill Payment Own Asset,Bill Payment Aggregator (Value),Bill Payment Aggregator (Volume),Bill Payment Aggregator (Partner Name),Content App Stream,Content App Active User,Content App (Movie/Live TV/Shows),Content Genre,Content Language,Credit Limit,Category DND Flag,Brand Identifier
2207,2207,Silwani,50-55,M,464886,10-12 Months,Postpaid,1501-2000,1.5GB-2GB,151-200,101-150,Yes,Yes,No,Yes,Food,Yes,Yes,Yes,No,>1000,0,Payment Banking,Yes,151-200,2,Payment Banking,No,No,Live TV,Fantasy,Hindi,2000,Yes,Idea
2208,2208,Sirkali,50-55,F,609106,16-18 Months,Prepaid,301-500,5GB-7.5GB,301-500,101-150,Yes,Yes,No,No,Travel,Yes,No,Yes,No,201-250,2,Payment Banking,No,>1000,3,Wallet,Yes,No,Movies,Comedy,English,2000,Yes,Vodafone
2209,2209,Begusarai,25-30,F,851131,0-2 Months,Prepaid,301-500,1GB-1.5GB,51-100,51-100,Yes,No,No,Yes,Healthcare,Yes,No,No,No,751-1000,6,Wallet,No,501-750,3,Payment Banking,No,No,Movies,Sci-fi,Hindi,10000,No,Idea
2210,2210,Baran,45-50,M,325223,2-4 Months,Postpaid,151-200,5GB-7.5GB,101-150,101-150,No,Yes,No,Yes,Food,Yes,No,No,No,250-300,0,Payment Banking,No,501-750,6,Wallet,Yes,Yes,Live TV,Horror,English,8000,Yes,Vodafone
2211,2211,R.saidpur,40-45,M,843328,2-4 Months,Prepaid,501-750,>15GB,301-500,1-50,No,No,Yes,Yes,Work,No,No,No,No,151-200,3,Wallet,No,751-1000,0,Payment Banking,No,No,Live TV,Sci-fi,Hindi,9000,No,Vodafone
2212,2212,Balisankara,65-70,F,770074,6-8 Months,Postpaid,1001-1500,1.5GB-2GB,201-250,201-250,No,No,Yes,No,Food,Yes,No,Yes,Yes,201-250,6,Payment Banking,Yes,301-500,7,Payment Banking,No,No,Live TV,Thriller,Hindi,2000,No,Idea
2213,2213,Chandigarh,30-35,F,160022,2-4 Months,Prepaid,501-750,7.5GB-10GB,201-250,250-300,No,No,Yes,Yes,Lifestyle,No,No,No,No,51-100,8,Payment Banking,Yes,501-750,8,Payment Banking,No,Yes,Movies,Action,Hindi,6000,Yes,Vodafone
2214,2214,Erode,40-45,F,638001,6-8 Months,Prepaid,301-500,10GB-15GB,250-300,51-100,Yes,No,No,No,Food,Yes,Yes,No,Yes,101-150,2,Payment Banking,No,101-150,6,Payment Banking,No,Yes,Movies,Drama,English,9000,Yes,Vodafone
2215,2215,Bhaderwah,30-35,M,182222,10-12 Months,Prepaid,250-300,10GB-15GB,501-750,201-250,Yes,Yes,Yes,No,Healthcare,Yes,Yes,Yes,Yes,101-150,2,Wallet,Yes,151-200,9,Payment Banking,Yes,No,Live TV,Drama,Hindi,9000,No,Idea
2216,2216,Mawkyrwat,40-45,M,793114,14-16 Months,Prepaid,1-50,10GB-15GB,250-300,301-500,No,Yes,No,No,Food,Yes,Yes,Yes,Yes,151-200,8,Payment Banking,No,1-50,5,Payment Banking,No,Yes,Shows,Romance,Hindi,3000,Yes,Vodafone
2217,2217,Mahuva,40-45,F,394248,22-24 Months,Prepaid,301-500,7.5GB-10GB,301-500,250-300,Yes,Yes,No,Yes,Food,Yes,Yes,No,No,1-50,6,Payment Banking,Yes,751-1000,8,Payment Banking,No,Yes,Shows,Thriller,Hindi,10000,No,Idea
2218,2218,Chowkbazar,40-45,F,781334,6-8 Months,Prepaid,1501-2000,1.5GB-2GB,250-300,101-150,Yes,No,Yes,Yes,Food,No,Yes,Yes,No,51-100,6,Payment Banking,No,751-1000,4,Wallet,No,No,Movies,Action,Hindi,1000,No,Vodafone
2219,2219,Sikanderpur,65-70,M,277207,4-6 Months,Postpaid,1-50,0GB-0.5GB,250-300,301-500,No,No,Yes,Yes,Healthcare,No,No,Yes,No,51-100,7,Payment Banking,No,151-200,2,Wallet,Yes,Yes,Shows,Thriller,Hindi,2000,Yes,Vodafone
2220,2220,Viluppuram,35-40,F,605602,10-12 Months,Postpaid,151-200,2.5GB-5GB,751-1000,751-1000,Yes,Yes,No,No,Travel,No,No,No,Yes,201-250,1,Payment Banking,Yes,151-200,8,Payment Banking,No,Yes,Movies,Sci-fi,Hindi,9000,No,Vodafone
2221,2221,,50-55,M,600070,10-12 Months,Postpaid,751-1000,2.5GB-5GB,1-50,1-50,Yes,No,No,Yes,Healthcare,No,No,Yes,Yes,151-200,6,Wallet,Yes,151-200,7,Payment Banking,Yes,Yes,Movies,Drama,English,8000,Yes,Idea
2222,2222,Honnali,45-50,M,577243,20-22 Months,Prepaid,1-50,7.5GB-10GB,101-150,301-500,Yes,No,Yes,No,Lifestyle,Yes,No,No,Yes,151-200,1,Wallet,Yes,151-200,9,Payment Banking,No,No,Live TV,Sci-fi,Hindi,7000,No,Idea
2223,2223,Kanigiri,30-35,F,523112,20-22 Months,Postpaid,1-50,>15GB,>1000,>1000,Yes,Yes,Yes,No,Travel,Yes,Yes,Yes,No,201-250,4,Wallet,No,>1000,6,Payment Banking,No,No,Shows,Horror,English,2500,Yes,Vodafone
2224,2224,New Delhi,40-45,F,110018,10-12 Months,Prepaid,1501-2000,2.5GB-5GB,151-200,101-150,Yes,Yes,Yes,No,Shopping,No,Yes,Yes,No,250-300,2,Payment Banking,No,151-200,9,Payment Banking,Yes,Yes,Movies,Romance,Hindi,7000,Yes,Vodafone
2225,2225,Nalgonda,50-55,F,508252,4-6 Months,Postpaid,51-100,1GB-1.5GB,201-250,51-100,Yes,Yes,No,No,Work,No,No,Yes,No,751-1000,7,Payment Banking,No,751-1000,6,Payment Banking,Yes,Yes,Movies,Horror,English,500,No,Idea
2226,2226,Erode,25-30,M,638057,8-10 Months,Prepaid,1-50,10GB-15GB,>1000,501-750,No,Yes,Yes,No,Food,No,Yes,No,No,501-750,5,Wallet,No,101-150,6,Payment Banking,Yes,Yes,Shows,Romance,Hindi,2000,Yes,Idea
2227,2227,Vaniyambadi,25-30,M,635754,12-14 Months,Prepaid,1-50,1.5GB-2GB,301-500,301-500,No,No,Yes,No,,Yes,Yes,No,No,250-300,4,Wallet,Yes,751-1000,4,Payment Banking,No,Yes,Live TV,Thriller,Hindi,9000,No,Vodafone
2228,2228,Jhanjharpur,25-30,M,847408,14-16 Months,Prepaid,51-100,5GB-7.5GB,151-200,1-50,Yes,Yes,No,Yes,Food,Yes,Yes,No,Yes,51-100,1,Wallet,No,751-1000,4,Payment Banking,Yes,Yes,Movies,Drama,Hindi,1000,Yes,Vodafone
2229,2229,Kuttanad,55-60,M,688506,14-16 Months,Prepaid,301-500,2.5GB-5GB,250-300,101-150,No,No,Yes,No,Shopping,Yes,No,No,No,151-200,8,Wallet,No,51-100,3,Payment Banking,Yes,Yes,Live TV,Thriller,Hindi,4000,No,Vodafone
2230,2230,Udamalpet,35-40,M,642112,22-24 Months,Postpaid,151-200,1GB-1.5GB,1-50,250-300,No,Yes,Yes,No,,No,No,Yes,No,>1000,5,Payment Banking,No,250-300,0,Payment Banking,Yes,No,Live TV,Fantasy,Hindi,500,No,Vodafone
2231,2231,Bhuj,35-40,M,370105,22-24 Months,Prepaid,201-250,7.5GB-10GB,101-150,250-300,No,No,No,No,Shopping,No,No,No,Yes,1-50,5,Wallet,Yes,301-500,1,Wallet,No,Yes,Live TV,Action,Hindi,5000,No,Vodafone
2232,2232,Banki,35-40,F,754008,6-8 Months,Prepaid,51-100,0.5GB-1GB,151-200,101-150,No,Yes,Yes,No,Entertainment,Yes,No,No,Yes,751-1000,0,Wallet,No,751-1000,1,Payment Banking,Yes,No,Shows,Comedy,Hindi,4000,No,Vodafone
2233,2233,Wai,25-30,F,415517,12-14 Months,Postpaid,1-50,0.5GB-1GB,751-1000,151-200,Yes,No,Yes,Yes,Work,No,Yes,No,No,1-50,3,Wallet,No,201-250,5,Wallet,Yes,No,Movies,Romance,English,500,No,Idea
2234,2234,Sader,35-40,M,273016,20-22 Months,Postpaid,1001-1500,0GB-0.5GB,1-50,751-1000,No,No,Yes,Yes,,No,Yes,No,Yes,>1000,2,Payment Banking,No,301-500,0,Payment Banking,No,Yes,Live TV,Action,Hindi,2000,Yes,Idea
2235,2235,Ranni,60-65,F,689674,20-22 Months,Postpaid,1001-1500,1GB-1.5GB,151-200,501-750,No,No,No,Yes,Lifestyle,Yes,Yes,Yes,Yes,1-50,7,Wallet,No,301-500,2,Payment Banking,No,No,Shows,Sci-fi,Hindi,1500,No,Vodafone
2236,2236,Ramanathapuram,65-70,M,623533,16-18 Months,Prepaid,751-1000,5GB-7.5GB,1-50,301-500,Yes,Yes,No,No,Banking Services,No,No,No,Yes,250-300,9,Payment Banking,No,151-200,1,Wallet,No,No,Shows,Horror,Hindi,500,No,Idea
2237,2237,,30-35,F,284405,0-2 Months,Postpaid,501-750,2GB-2.5GB,250-300,501-750,Yes,Yes,Yes,Yes,Entertainment,No,No,Yes,No,101-150,2,Wallet,No,751-1000,2,Payment Banking,Yes,No,Shows,Drama,English,4000,Yes,Idea
2238,2238,,25-30,F,327034,6-8 Months,Prepaid,1501-2000,0GB-0.5GB,1-50,101-150,Yes,Yes,Yes,Yes,,No,Yes,No,Yes,101-150,2,Wallet,No,501-750,6,Wallet,No,No,Movies,Romance,English,3000,No,Vodafone
2239,2239,,65-70,F,307514,6-8 Months,Postpaid,51-100,2GB-2.5GB,751-1000,1-50,No,No,Yes,Yes,Work,Yes,No,Yes,Yes,>1000,9,Payment Banking,No,101-150,8,Wallet,Yes,No,Movies,Thriller,English,7000,Yes,Idea
2240,2240,Jalna,65-70,M,431215,8-10 Months,Postpaid,501-750,2GB-2.5GB,501-750,250-300,Yes,No,Yes,No,Shopping,Yes,Yes,Yes,No,1-50,8,Payment Banking,Yes,1-50,9,Wallet,No,No,Live TV,Thriller,English,4000,Yes,Vodafone
2241,2241,Teonthar,40-45,F,486447,6-8 Months,Postpaid,751-1000,1GB-1.5GB,1-50,250-300,Yes,Yes,No,Yes,Banking Services,No,No,No,No,>1000,5,Wallet,No,201-250,6,Wallet,No,Yes,Live TV,Sci-fi,Hindi,2500,No,Vodafone
2242,2242,Undrajavaram Mandalam,35-40,F,534329,14-16 Months,Prepaid,751-1000,0.5GB-1GB,501-750,>1000,No,Yes,No,No,Lifestyle,No,No,Yes,Yes,201-250,0,Wallet,No,201-250,8,Payment Banking,Yes,Yes,Shows,Thriller,Hindi,5000,Yes,Idea
2243,2243,Kodaikanal,20-25,M,624103,6-8 Months,Prepaid,101-150,1GB-1.5GB,>1000,51-100,Yes,Yes,No,Yes,Work,Yes,No,No,No,250-300,4,Payment Banking,No,151-200,7,Wallet,No,Yes,Shows,Horror,Hindi,6000,Yes,Idea
2244,2244,Vaikom,35-40,F,686612,20-22 Months,Postpaid,501-750,2.5GB-5GB,101-150,>1000,Yes,No,No,No,Shopping,Yes,Yes,No,No,101-150,9,Wallet,No,>1000,8,Payment Banking,Yes,No,Shows,Drama,Hindi,1500,No,Idea
2245,2245,Thanjavur,45-50,F,613402,2-4 Months,Postpaid,1001-1500,5GB-7.5GB,201-250,101-150,Yes,Yes,No,No,Shopping,No,No,Yes,Yes,51-100,4,Payment Banking,Yes,151-200,4,Payment Banking,Yes,Yes,Movies,Action,Hindi,500,Yes,Vodafone
2246,2246,Krishna,40-45,M,521230,22-24 Months,Prepaid,1501-2000,2.5GB-5GB,201-250,>1000,No,No,Yes,No,Healthcare,No,Yes,No,No,501-750,7,Wallet,Yes,751-1000,2,Payment Banking,No,Yes,Live TV,Thriller,English,4000,No,Idea
2247,2247,Karera,25-30,M,473660,22-24 Months,Postpaid,201-250,1GB-1.5GB,>1000,501-750,No,Yes,Yes,Yes,Lifestyle,Yes,Yes,Yes,Yes,201-250,9,Payment Banking,No,301-500,8,Payment Banking,Yes,Yes,Shows,Action,Hindi,9000,Yes,Vodafone
2248,2248,Howrah,50-55,M,711303,22-24 Months,Prepaid,151-200,1.5GB-2GB,301-500,250-300,No,No,Yes,Yes,Entertainment,No,Yes,No,No,201-250,6,Payment Banking,Yes,201-250,4,Wallet,Yes,Yes,Live TV,Thriller,Hindi,500,Yes,Idea
2249,2249,Krishna,45-50,M,521175,20-22 Months,Postpaid,1001-1500,0.5GB-1GB,301-500,301-500,Yes,Yes,No,Yes,Work,Yes,Yes,Yes,Yes,101-150,6,Payment Banking,No,751-1000,1,Payment Banking,Yes,No,Live TV,Horror,English,2500,No,Vodafone
2250,2250,Patori,55-60,M,844506,20-22 Months,Postpaid,151-200,0.5GB-1GB,1-50,201-250,No,Yes,Yes,Yes,Shopping,Yes,No,Yes,No,301-500,5,Wallet,No,501-750,3,Wallet,No,No,Live TV,Romance,English,1000,Yes,Idea
2251,2251,,50-55,F,505498,14-16 Months,Prepaid,751-1000,7.5GB-10GB,101-150,101-150,Yes,Yes,No,Yes,Lifestyle,No,Yes,Yes,Yes,151-200,0,Wallet,Yes,51-100,7,Payment Banking,No,No,Shows,Action,Hindi,500,Yes,Idea
2252,2252,Danta,60-65,F,385110,8-10 Months,Prepaid,1501-2000,0GB-0.5GB,301-500,1-50,No,No,No,No,Healthcare,No,Yes,Yes,Yes,>1000,8,Payment Banking,Yes,250-300,0,Wallet,No,No,Live TV,Action,English,6000,Yes,Vodafone
2253,2253,Veerapunayanipalle,25-30,M,516321,18-20 Months,Prepaid,201-250,0.5GB-1GB,>1000,201-250,No,Yes,No,No,Travel,Yes,Yes,Yes,Yes,301-500,0,Payment Banking,Yes,250-300,9,Payment Banking,Yes,Yes,Shows,Sci-fi,English,7000,No,Vodafone
2254,2254,Nil,50-55,M,795102,10-12 Months,Prepaid,101-150,1GB-1.5GB,301-500,501-750,No,Yes,No,Yes,Travel,Yes,Yes,No,Yes,301-500,8,Wallet,No,151-200,5,Wallet,Yes,No,Live TV,Sci-fi,Hindi,1000,No,Vodafone
2255,2255,Madanpur Rampur,60-65,M,766102,16-18 Months,Postpaid,301-500,1GB-1.5GB,101-150,151-200,No,No,Yes,No,Food,No,Yes,Yes,Yes,751-1000,9,Wallet,Yes,51-100,4,Wallet,No,Yes,Live TV,Drama,English,2500,Yes,Vodafone
2256,2256,,25-30,M,464221,6-8 Months,Postpaid,301-500,>15GB,201-250,51-100,No,Yes,No,Yes,Entertainment,Yes,No,Yes,No,501-750,3,Wallet,No,151-200,1,Wallet,No,Yes,Movies,Romance,Hindi,2500,Yes,Vodafone
2257,2257,Hatkanangle,20-25,M,416112,8-10 Months,Postpaid,151-200,1.5GB-2GB,501-750,201-250,Yes,No,Yes,Yes,Food,Yes,Yes,Yes,No,101-150,5,Payment Banking,Yes,501-750,9,Payment Banking,Yes,No,Live TV,Comedy,English,8000,No,Vodafone
2258,2258,,40-45,F,143406,20-22 Months,Prepaid,301-500,0.5GB-1GB,751-1000,101-150,No,No,Yes,Yes,Work,No,Yes,No,Yes,1-50,8,Payment Banking,No,201-250,7,Wallet,Yes,Yes,Movies,Horror,Hindi,9000,Yes,Vodafone
2259,2259,Bikapur,30-35,F,224208,2-4 Months,Postpaid,1501-2000,5GB-7.5GB,201-250,501-750,Yes,No,No,No,Food,Yes,No,Yes,Yes,751-1000,0,Payment Banking,Yes,301-500,9,Wallet,No,Yes,Live TV,Action,English,9000,No,Vodafone
2260,2260,Turaiyur,35-40,M,621014,22-24 Months,Prepaid,201-250,5GB-7.5GB,201-250,101-150,No,No,No,Yes,Healthcare,Yes,No,No,No,501-750,8,Payment Banking,Yes,51-100,2,Wallet,No,Yes,Movies,Sci-fi,Hindi,1000,No,Vodafone
2261,2261,Raipur,60-65,M,306305,16-18 Months,Prepaid,751-1000,0GB-0.5GB,>1000,201-250,Yes,No,No,Yes,Banking Services,Yes,No,No,No,1-50,4,Wallet,Yes,>1000,2,Wallet,No,No,Live TV,Thriller,English,5000,No,Vodafone
2262,2262,Athagarh,30-35,M,754029,10-12 Months,Prepaid,1001-1500,0GB-0.5GB,51-100,250-300,No,Yes,Yes,No,Lifestyle,No,Yes,Yes,No,250-300,5,Wallet,No,51-100,3,Wallet,No,Yes,Live TV,Romance,Hindi,9000,Yes,Idea
2263,2263,Arakkonam,65-70,M,631151,20-22 Months,Postpaid,51-100,>15GB,1-50,751-1000,No,No,Yes,Yes,Food,Yes,Yes,No,No,151-200,8,Wallet,Yes,>1000,5,Payment Banking,No,Yes,Shows,Drama,Hindi,3000,Yes,Vodafone
2264,2264,Nirmal,20-25,M,504104,4-6 Months,Postpaid,1001-1500,2.5GB-5GB,501-750,301-500,Yes,Yes,No,No,,Yes,No,No,No,201-250,4,Payment Banking,No,301-500,1,Wallet,Yes,Yes,Movies,Comedy,English,10000,No,Idea
2265,2265,Jagdishpur,25-30,F,802165,18-20 Months,Postpaid,151-200,>15GB,751-1000,>1000,No,No,No,No,,Yes,Yes,No,Yes,1-50,1,Wallet,No,301-500,0,Wallet,Yes,Yes,Movies,Romance,English,3000,Yes,Idea
2266,2266,Angul,65-70,F,759143,20-22 Months,Postpaid,151-200,7.5GB-10GB,151-200,501-750,Yes,No,No,Yes,,No,No,No,Yes,250-300,3,Wallet,No,751-1000,3,Payment Banking,No,Yes,Movies,Action,English,1000,No,Vodafone
2267,2267,Komarada,30-35,F,535521,18-20 Months,Prepaid,250-300,10GB-15GB,751-1000,201-250,No,No,No,No,Work,No,Yes,No,Yes,201-250,8,Wallet,Yes,751-1000,4,Wallet,No,No,Live TV,Action,Hindi,1000,Yes,Idea
2268,2268,Adilabad,50-55,M,504001,4-6 Months,Postpaid,51-100,1GB-1.5GB,51-100,250-300,Yes,No,No,Yes,Entertainment,No,No,Yes,Yes,151-200,0,Wallet,Yes,151-200,7,Payment Banking,Yes,Yes,Movies,Thriller,Hindi,5000,Yes,Idea
2269,2269,Midnapore,20-25,M,721516,6-8 Months,Prepaid,51-100,2.5GB-5GB,101-150,501-750,No,Yes,No,No,Healthcare,No,No,Yes,Yes,250-300,5,Wallet,No,301-500,6,Wallet,No,Yes,Live TV,Thriller,Hindi,5000,No,Idea
2270,2270,Sakri,30-35,M,424304,2-4 Months,Prepaid,51-100,7.5GB-10GB,501-750,250-300,Yes,No,No,No,Lifestyle,Yes,No,No,No,751-1000,6,Payment Banking,Yes,250-300,6,Wallet,No,No,Movies,Drama,Hindi,500,No,Idea
2271,2271,Chakar Nagar,20-25,M,206125,12-14 Months,Prepaid,201-250,2GB-2.5GB,51-100,201-250,Yes,Yes,Yes,Yes,Shopping,No,No,Yes,No,151-200,5,Wallet,Yes,101-150,3,Payment Banking,Yes,Yes,Movies,Fantasy,English,2000,No,Vodafone
2272,2272,Chandauli,25-30,F,232101,18-20 Months,Postpaid,151-200,1.5GB-2GB,>1000,1-50,Yes,No,Yes,Yes,Entertainment,No,Yes,Yes,No,501-750,2,Payment Banking,No,51-100,5,Payment Banking,Yes,Yes,Movies,Romance,English,5000,No,Vodafone
2273,2273,Pedakurapadu,30-35,F,522436,16-18 Months,Postpaid,1-50,2.5GB-5GB,51-100,>1000,No,No,No,No,Healthcare,Yes,Yes,Yes,No,301-500,5,Wallet,No,101-150,7,Wallet,Yes,No,Shows,Fantasy,Hindi,10000,No,Idea
2274,2274,Fatehpur,55-60,M,212657,4-6 Months,Prepaid,201-250,2.5GB-5GB,101-150,101-150,Yes,Yes,No,No,Healthcare,No,Yes,No,No,501-750,0,Wallet,Yes,201-250,5,Payment Banking,No,Yes,Shows,Fantasy,Hindi,2500,Yes,Vodafone
2275,2275,Shegaon,25-30,M,444203,8-10 Months,Prepaid,101-150,2.5GB-5GB,151-200,201-250,No,Yes,No,No,Lifestyle,Yes,Yes,No,Yes,101-150,4,Wallet,Yes,751-1000,6,Payment Banking,No,Yes,Movies,Action,Hindi,3000,No,Vodafone
2276,2276,Jalandhar,40-45,F,144201,12-14 Months,Prepaid,101-150,0.5GB-1GB,>1000,101-150,Yes,No,No,Yes,Entertainment,No,No,Yes,No,>1000,3,Payment Banking,No,751-1000,2,Wallet,Yes,No,Shows,Comedy,Hindi,1000,Yes,Idea
2277,2277,Sriganganagar,40-45,M,335022,14-16 Months,Postpaid,1001-1500,7.5GB-10GB,1-50,301-500,No,No,Yes,No,Food,No,No,Yes,Yes,501-750,3,Payment Banking,No,501-750,5,Payment Banking,Yes,No,Live TV,Drama,English,5000,Yes,Vodafone
2278,2278,,20-25,F,805123,20-22 Months,Postpaid,101-150,7.5GB-10GB,51-100,250-300,No,Yes,No,No,Healthcare,No,Yes,Yes,Yes,301-500,0,Wallet,No,501-750,6,Wallet,No,No,Live TV,Fantasy,Hindi,7000,Yes,Vodafone
2279,2279,Diphu,30-35,M,782441,6-8 Months,Postpaid,101-150,1.5GB-2GB,1-50,101-150,Yes,Yes,Yes,Yes,Lifestyle,Yes,Yes,Yes,No,51-100,5,Payment Banking,Yes,501-750,0,Payment Banking,No,No,Movies,Sci-fi,English,10000,Yes,Idea
2280,2280,Hemgir,55-60,F,770024,22-24 Months,Prepaid,301-500,>15GB,201-250,101-150,Yes,Yes,Yes,No,Work,No,No,Yes,No,1-50,1,Wallet,No,301-500,8,Payment Banking,Yes,No,Live TV,Horror,Hindi,2000,Yes,Idea
2281,2281,Mysore,40-45,F,570008,2-4 Months,Prepaid,751-1000,0GB-0.5GB,301-500,51-100,No,Yes,Yes,No,Travel,Yes,No,Yes,Yes,501-750,2,Wallet,No,250-300,8,Wallet,Yes,Yes,Movies,Sci-fi,English,2500,Yes,Vodafone
2282,2282,Krishnai,35-40,M,783126,16-18 Months,Prepaid,1-50,10GB-15GB,151-200,250-300,No,No,No,Yes,Work,No,No,No,No,151-200,3,Payment Banking,No,51-100,6,Payment Banking,No,No,Live TV,Comedy,English,10000,No,Vodafone
2283,2283,Nabarangpur,50-55,M,764071,0-2 Months,Prepaid,751-1000,1.5GB-2GB,751-1000,301-500,No,No,Yes,No,Entertainment,No,Yes,No,No,101-150,1,Payment Banking,No,501-750,3,Payment Banking,Yes,No,Shows,Drama,Hindi,10000,Yes,Idea
2284,2284,Madhubani,50-55,M,847224,20-22 Months,Postpaid,51-100,10GB-15GB,>1000,250-300,Yes,No,Yes,No,Work,Yes,No,No,No,201-250,5,Wallet,No,201-250,8,Wallet,Yes,Yes,Live TV,Romance,Hindi,6000,Yes,Vodafone
2285,2285,,30-35,F,788781,22-24 Months,Postpaid,1-50,>15GB,501-750,151-200,Yes,No,No,Yes,Food,Yes,No,No,No,301-500,6,Payment Banking,No,151-200,0,Payment Banking,Yes,No,Movies,Drama,Hindi,500,No,Idea
2286,2286,Nil,30-35,M,795149,2-4 Months,Postpaid,201-250,>15GB,201-250,51-100,Yes,No,No,No,Shopping,No,Yes,Yes,No,250-300,8,Wallet,Yes,201-250,3,Payment Banking,No,No,Shows,Romance,Hindi,6000,No,Idea
2287,2287,Tiruppur,30-35,M,641603,14-16 Months,Prepaid,301-500,2GB-2.5GB,250-300,250-300,Yes,No,No,Yes,Healthcare,Yes,No,Yes,Yes,1-50,0,Wallet,No,151-200,2,Wallet,Yes,Yes,Live TV,Fantasy,Hindi,9000,Yes,Idea
2288,2288,Lalitpur,50-55,M,284122,12-14 Months,Postpaid,151-200,7.5GB-10GB,1-50,151-200,Yes,Yes,No,Yes,,Yes,Yes,Yes,No,301-500,9,Wallet,Yes,151-200,3,Wallet,Yes,No,Movies,Fantasy,English,3000,Yes,Idea
2289,2289,Rampur Bushahr,45-50,F,172001,18-20 Months,Prepaid,1-50,>15GB,101-150,151-200,No,No,No,Yes,Healthcare,Yes,Yes,No,Yes,250-300,2,Payment Banking,Yes,751-1000,4,Payment Banking,Yes,No,Live TV,Romance,English,1000,No,Idea
2290,2290,Barkot,60-65,F,768110,8-10 Months,Prepaid,1-50,0.5GB-1GB,201-250,1-50,No,No,No,Yes,Entertainment,No,No,No,Yes,751-1000,1,Payment Banking,Yes,751-1000,4,Wallet,Yes,No,Live TV,Romance,Hindi,7000,No,Idea
2291,2291,Tamar,20-25,F,835225,0-2 Months,Postpaid,1501-2000,0GB-0.5GB,1-50,301-500,Yes,No,Yes,Yes,Shopping,Yes,No,Yes,No,>1000,2,Wallet,No,250-300,9,Wallet,No,No,Live TV,Thriller,Hindi,500,Yes,Idea
2292,2292,Bhinai,60-65,M,305628,8-10 Months,Postpaid,501-750,0.5GB-1GB,51-100,151-200,No,Yes,Yes,No,Work,No,No,No,No,301-500,9,Wallet,No,201-250,1,Wallet,No,Yes,Live TV,Horror,English,10000,No,Vodafone
2293,2293,Wanaparthy,25-30,M,509103,6-8 Months,Postpaid,1001-1500,7.5GB-10GB,250-300,51-100,No,No,Yes,Yes,Lifestyle,No,Yes,No,Yes,501-750,9,Payment Banking,Yes,>1000,6,Payment Banking,No,No,Shows,Action,Hindi,10000,Yes,Vodafone
2294,2294,Mahagama,60-65,M,814154,0-2 Months,Prepaid,250-300,>15GB,51-100,201-250,Yes,No,Yes,Yes,Banking Services,No,No,Yes,No,1-50,3,Payment Banking,Yes,201-250,0,Wallet,No,No,Live TV,Action,Hindi,2000,No,Vodafone
2295,2295,Sayan,35-40,M,394130,10-12 Months,Prepaid,501-750,10GB-15GB,101-150,751-1000,Yes,No,Yes,Yes,Travel,Yes,Yes,No,Yes,501-750,8,Payment Banking,No,301-500,8,Wallet,No,Yes,Live TV,Thriller,English,1000,No,Idea
2296,2296,Mathura,55-60,M,281004,2-4 Months,Postpaid,501-750,5GB-7.5GB,51-100,51-100,No,Yes,Yes,No,Work,No,No,No,No,51-100,4,Wallet,Yes,1-50,3,Payment Banking,No,Yes,Live TV,Drama,English,2500,Yes,Idea
2297,2297,Mohanlalganj,65-70,F,226501,12-14 Months,Prepaid,1-50,10GB-15GB,51-100,501-750,No,No,No,Yes,Work,Yes,No,No,Yes,751-1000,5,Wallet,No,201-250,2,Wallet,Yes,No,Live TV,Thriller,English,3000,Yes,Idea
2298,2298,Chowhata,60-65,M,743425,8-10 Months,Prepaid,201-250,0GB-0.5GB,151-200,501-750,No,No,No,No,Lifestyle,Yes,No,No,No,201-250,0,Payment Banking,No,751-1000,3,Payment Banking,No,No,Live TV,Sci-fi,Hindi,1000,Yes,Vodafone
2299,2299,Lalpur,60-65,M,361170,12-14 Months,Postpaid,201-250,0.5GB-1GB,1-50,151-200,Yes,No,No,No,Work,Yes,No,No,No,301-500,2,Wallet,No,51-100,6,Payment Banking,No,Yes,Movies,Thriller,English,8000,No,Idea
2300,2300,Hoshiarpur,35-40,M,146110,14-16 Months,Postpaid,250-300,1GB-1.5GB,501-750,151-200,Yes,Yes,Yes,Yes,Healthcare,No,Yes,No,Yes,751-1000,8,Wallet,No,51-100,0,Payment Banking,No,No,Live TV,Thriller,English,8000,Yes,Vodafone
2301,2301,Tanda,40-45,M,224208,2-4 Months,Postpaid,101-150,1GB-1.5GB,101-150,101-150,No,Yes,No,No,Shopping,No,No,No,Yes,151-200,5,Wallet,No,101-150,6,Payment Banking,Yes,Yes,Shows,Romance,Hindi,1500,No,Idea
2302,2302,Bharatpur,35-40,M,321642,2-4 Months,Prepaid,51-100,0GB-0.5GB,250-300,1-50,No,No,No,No,Healthcare,No,Yes,Yes,Yes,301-500,3,Wallet,No,51-100,0,Wallet,No,No,Shows,Fantasy,Hindi,4000,No,Idea
2303,2303,Guntur,45-50,M,522005,18-20 Months,Prepaid,1-50,0GB-0.5GB,250-300,201-250,Yes,Yes,Yes,No,,No,No,Yes,Yes,201-250,6,Payment Banking,No,51-100,9,Wallet,Yes,No,Movies,Sci-fi,English,4000,Yes,Idea
